userid,id_tweet,screen_name,created_at,texto_tweet,Numero_pasados,Numero_presentes,Numero_futuros,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Analisis_sentimiento,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas
223259533,_1463243988593434629,Von_Eristoff,2021-11-23T20:32:07.000Z,"Llevo enfermo un día y ya no recuerdo lo que es estar sano. Ya no hay días felices, sólo fiebre y dolores.",0,4,0,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4,2,2,3,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,,0,0,0,3.8636363636363638,2,3.0,2,2,3,3,3,2,0,2,0,0,0,3,5.888888888888889,9
223259533,_1463257070623461379,Von_Eristoff,2021-11-23T21:24:06.000Z,Hay cuatro personas hablando en el salón y sólo escucho la voz de mierda del de siempre es que menudo asco me da le reventaba la boca contra la mesa si fuese un salvaje,2,4,0,0,1,5,1,7,3,3,6,0,1,1,0,0,0,0,0,7,7,6,1,2,5,0,0,5,2,0,0,2,0,2,0,0,0,0,0,0,,0,0,0,3.9705882352941178,2,3.0,2,2,2,0,2,1,0,2,0,0,0,2,6.0625,16
223259533,_1463262163641024512,Von_Eristoff,2021-11-23T21:44:20.000Z,También me fascina la gente que no puede estar sola ni un segundo de su existencia siempre buscando gente con la que estar o a la que llamar. Entiendo que si te caes regular no te queda otra pero bueno.,0,5,0,3,1,5,0,4,1,3,5,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,8,0,1,4,0,4,3,1,0,0,0,0,,0,0,0,4.075,2,3.5,1,1,1,2,3,2,1,3,0,0,1,3,9.588235294117647,17
223259533,_1463280117581598727,Von_Eristoff,2021-11-23T22:55:41.000Z,"Horas llevan en el salón hablando de la vacuna. Qué envidia no tener preocupaciones, porque yo no tengo tiempo para darle vueltas a gilipolleces.",0,2,0,1,1,2,0,2,1,1,2,0,0,0,0,0,0,0,1,7,8,4,3,2,5,1,1,4,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,5.083333333333333,2,5.0,0,0,2,3,0,0,0,0,0,0,0,0,5.888888888888889,9
223259533,_1463281741209214983,Von_Eristoff,2021-11-23T23:02:08.000Z,"La gente no está despierta, los medios nos engañan… Y esta gente puede votar, su palabra vale tanto como la de alguien que no es gilipollas, es increíble.",0,7,0,0,0,7,0,4,1,3,4,0,0,0,0,0,0,0,0,5,5,4,1,1,4,0,0,1,3,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,4.535714285714286,2,4.0,2,2,2,4,1,0,0,1,0,0,0,1,6.769230769230769,13
223259533,_1463286208394584064,Von_Eristoff,2021-11-23T23:19:53.000Z,De verdad que la gente que es muy muy tonta me ofende. No me refiero al que no ha tenido la oportunidad de atesorar conocimiento sino al que es muy tonto por gusto y además se permite el lujo de hablar de lo que no sabe.,0,7,0,2,0,7,0,5,3,2,5,0,2,0,0,0,0,0,0,6,6,5,0,3,2,1,1,7,9,1,0,3,0,6,3,0,0,0,0,0,,0,0,0,3.8043478260869565,2,3.0,0,0,1,2,2,1,1,2,0,0,0,2,9.357142857142858,14
223259533,_1463377724685398016,Von_Eristoff,2021-11-24T05:23:32.000Z,"Por lo visto, cuánto más fuerte es tu sistema inmunológico, más efectos secundarios te dan las vacunas. 

Mi sistema inmunológico: https://t.co/hZ7ptDMOzg",0,2,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,5,5,2,2,3,1,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,,0,0,1,6.285714285714286,3,6,1,1,5,4,5,4,0,4,0,0,0,5,4.6,10
223259533,_1463569861108543492,Von_Eristoff,2021-11-24T18:07:01.000Z,"He acabado mi parte de un trabajo grupal media hora antes de presentarlo al grupo y me ha salido bastante mejor que a ellos, buscando las fuentes ayer de noche enfermo. A veces soy una cosa pero bárbara.",0,3,0,1,1,3,0,6,2,3,5,0,1,1,0,0,0,0,0,8,8,6,1,2,5,1,1,6,3,1,1,2,0,3,0,0,0,0,0,0,,0,0,0,4.368421052631579,2,4.0,0,0,1,3,4,1,1,4,0,1,0,3,6.823529411764706,17
223259533,_1463588042241892357,Von_Eristoff,2021-11-24T19:19:16.000Z,"A veces pienso en todo lo efímero que tiene fecha de caducidad. Te queda poco conmigo y pienso aprovecharte hasta el último minuto. No me engaño, sé que esta será la ultima paga extra que vas a conocer, que me harás daño al irte… Pero siempre te amaré IPhone 8 Plus.",0,7,3,1,0,10,0,5,3,1,4,0,1,1,0,0,0,0,2,6,8,5,0,2,3,3,3,6,11,1,1,7,0,8,2,0,1,0,0,0,,0,0,0,4.235294117647059,2,4,3,3,6,5,4,2,1,4,0,0,2,4,7.684210526315789,19
223259533,_1463588518802903041,Von_Eristoff,2021-11-24T19:21:09.000Z,"Físicamente viendo un concierto de Maneskin, mentalmente viendo un concierto de Maneskin pero con ganas de morirme.",0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,2,3,5,2,1,2,1,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,5.823529411764706,2,6,2,2,1,2,0,0,0,0,0,0,0,0,6.5,8
223259533,_1463863780106985490,Von_Eristoff,2021-11-25T13:34:57.000Z,Me sudan los ojos,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,3.5,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2
223259533,_1463865931935932420,Von_Eristoff,2021-11-25T13:43:30.000Z,"En el trabajo me habían amenazado de varias formas pero nunca diciéndome que si no creo en Dios, debería de empezar ya si no le encuentro un hueco en un tren que está lleno. Yo soy un profesional pero si me haces reír, claro, no soy de piedra.",1,6,0,1,0,8,0,5,4,1,4,0,0,0,0,0,0,0,2,5,7,4,1,3,1,3,2,6,6,0,0,4,0,5,1,0,0,0,0,0,,0,0,0,4.083333333333333,2,3.0,2,1,5,5,1,1,0,1,0,0,0,1,9.733333333333333,15
